,order_id,customer_name,city,age,gender,signup_date,order_date,product_category,quantity,unit_price,total_amount,payment_method,satisfaction_score
229,230,Maria Johnson,Heraklion,39.0,Female,2022-10-14,2024-05-13,Books,5,82.79,413.95,Paypal,3
230,231,Helen Wilson,Patras,57.0,Male,2024-03-31,2024-06-21,Sports,2,182.15,364.3,Card,1
231,232,Sophia Anderson,Patras,43.0,Female,2023-09-26,2024-02-15,Books,5,118.03,590.15,Card,2
232,233,Eleni Brown,Patras,71.0,Female,2023-11-24,2024-10-18,Sports,3,59.39,178.17,Card,3
233,234,John Wilson,Patras,43.0,Male,2022-10-23,2024-01-11,Electronics,5,119.84,599.2,Paypal,4
234,235,Sophia Smith,Unknown,66.0,Male,2022-08-15,2024-11-05,Home,3,92.65,277.95,Paypal,2
235,236,Dimitris Johnson,Athens,72.0,Female,2023-02-10,2024-03-09,Electronics,7,286.46,2005.22,Bank Transfer,1
236,237,Maria Johnson,Athens,53.0,Male,2024-01-09,2024-08-31,Sports,7,82.37,576.59,Paypal,3
237,238,Dimitris Johnson,Patras,34.0,Female,2023-04-27,2024-07-19,Home,6,286.79,1720.74,Paypal,2
238,239,Chris Wilson,Larisa,19.0,Male,2022-10-23,2024-01-17,Home,3,106.59,532.95,Card,1
239,240,Eleni Brown,Unknown,42.0,Female,2022-02-11,2024-01-25,Home,5,208.08,1040.4,Bank Transfer,3
240,241,Helen Johnson,Patras,20.0,Male,2022-06-21,2024-04-11,Books,2,240.83,481.66,Cash,2
241,242,Eleni Nikolaou,Heraklion,29.0,Male,2024-08-12,2024-10-31,Books,3,97.81,293.43,Card,5
242,243,Nikos Taylor,Patras,47.0,Male,2023-05-12,2024-10-29,Books,2,208.72,417.44,Card,4
243,244,Chris Wilson,Athens,47.0,Female,2023-10-23,2024-03-21,Home,3,221.01,663.03,Cash,5
244,245,George Wilson,Heraklion,71.0,Male,2023-04-11,2024-03-29,Clothing,6,294.27,1765.62,Cash,4
245,246,Anna Brown,Patras,32.0,Male,2024-05-26,2024-01-26,Books,3,296.36,889.08,Card,2
246,247,Eleni Johnson,Larisa,33.0,Female,2024-03-04,2024-03-26,Clothing,7,299.81,2098.67,Cash,2
247,248,Anna Johnson,Heraklion,24.0,Male,2023-06-03,2024-05-16,Sports,6,40.55,243.3,Bank Transfer,3
248,249,George Anderson,Larisa,65.0,Female,2023-04-22,2024-03-22,Sports,2,129.42,258.84,Cash,4
249,250,Dimitris Papadopoulos,Patras,56.0,Female,2023-05-05,2024-04-12,Clothing,3,99.13,297.39,Bank Transfer,1
250,251,Helen Anderson,Heraklion,31.0,Female,2023-09-12,2024-07-06,Sports,7,112.59,788.13,Paypal,5
251,252,Anna Papadopoulos,Larisa,51.0,Male,2024-07-24,2024-07-01,Home,3,210.41,631.23,Card,4
252,253,Sophia Wilson,Larisa,56.0,Male,2023-05-31,2024-12-14,Books,7,242.17,1695.19,Card,1
253,254,Nikos Brown,Thessaloniki,30.0,Male,2023-05-08,2024-04-17,Sports,2,158.45,316.9,Cash,2
254,255,Chris Brown,Thessaloniki,72.0,Male,2023-02-18,2024-09-07,Home,3,261.68,785.04,Card,5
255,256,Chris Smith,Heraklion,30.0,Female,2024-01-09,2024-02-08,Clothing,2,282.02,564.04,Paypal,4
256,257,Maria Wilson,Thessaloniki,46.0,Male,2022-11-14,2024-09-01,Home,6,31.12,186.72,Card,4
257,258,Eleni Johnson,Thessaloniki,74.0,Male,2022-09-23,2024-12-24,Home,4,295.3,1181.2,Paypal,4
258,259,Anna Anderson,Heraklion,22.0,Male,2022-01-03,2024-05-21,Electronics,1,75.44,75.44,Card,2
259,260,Nikos Papadopoulos,Thessaloniki,21.0,Female,2023-10-27,2024-07-11,Electronics,2,73.91,147.82,Bank Transfer,5
260,261,George Nikolaou,Unknown,63.0,Male,2024-03-27,2024-12-09,Clothing,7,131.19,918.33,Paypal,4
261,262,Helen Anderson,Athens,29.0,Male,2022-03-02,2024-07-16,Sports,3,285.24,855.72,Card,3
262,263,Dimitris Papadopoulos,Thessaloniki,30.0,Female,2023-07-18,2024-09-16,Sports,2,54.28,108.56,Card,3
263,264,Helen Wilson,Thessaloniki,25.0,Female,2022-11-06,2024-08-30,Clothing,4,252.16,1008.64,Card,5
264,265,Dimitris Wilson,Athens,63.0,Male,2024-04-04,2024-08-05,Sports,2,18.85,37.7,Paypal,1
265,266,John Taylor,Patras,47.0,Female,2024-02-13,2024-01-05,Electronics,2,234.98,50000.0,Bank Transfer,5
266,267,Maria Wilson,Thessaloniki,71.0,Male,2023-06-05,2024-04-08,Books,7,68.82,481.74,Bank Transfer,4
267,268,Anna Smith,Unknown,66.0,Female,2023-02-23,2024-06-26,Clothing,5,81.77,408.85,Paypal,2
268,269,Sophia Johnson,Thessaloniki,34.0,Male,2024-09-24,2024-09-25,Sports,3,245.67,737.01,Card,5
269,270,Nikos Papadopoulos,Athens,64.0,Male,2024-06-28,2024-12-22,Electronics,1,179.92,179.92,Bank Transfer,2
270,271,Nikos Taylor,Larisa,28.0,Female,2023-09-27,2024-01-29,Home,1,120.4,120.4,Card,1
271,272,George Nikolaou,Patras,20.0,Male,2022-06-19,2024-01-09,Home,1,256.4,256.4,Bank Transfer,1
272,273,Maria Wilson,Heraklion,22.0,Female,2024-09-10,2024-05-03,Sports,3,30.66,91.98,Paypal,3
273,274,Eleni Johnson,Heraklion,22.0,Female,2022-02-06,2024-11-11,Home,2,162.12,324.24,Bank Transfer,5
274,275,Maria Taylor,Athens,45.0,Female,2022-04-24,2024-02-09,Books,5,297.49,1487.45,Cash,5
275,276,Dimitris Nikolaou,Patras,47.0,Male,2023-11-29,2024-11-18,Electronics,6,179.76,1078.56,Bank Transfer,2
276,277,Nikos Nikolaou,Heraklion,57.0,Female,2022-10-16,2024-09-18,Clothing,3,260.03,780.09,Paypal,3
277,278,Eleni Anderson,Athens,47.0,Female,2023-07-25,2024-10-30,Books,4,255.92,1023.68,Paypal,1
278,279,Nikos Smith,Athens,30.0,Female,2023-11-24,2024-06-18,Home,3,75.41,226.23,Cash,4
279,280,John Johnson,Larisa,44.0,Female,2022-05-13,2024-08-22,Electronics,6,60.82,364.92,Cash,5
280,281,Maria Papadopoulos,Patras,74.0,Female,2023-02-03,2024-06-08,Sports,3,264.33,792.99,Card,3
281,282,Helen Johnson,Heraklion,70.0,Female,2022-03-23,2024-12-21,Home,6,273.07,1638.42,Paypal,2
282,283,Maria Johnson,Larisa,31.0,Female,2022-10-22,2024-08-11,Sports,5,154.7,773.5,Bank Transfer,5
283,284,Nikos Papadopoulos,Athens,63.0,Male,2022-01-17,2024-12-25,Clothing,3,294.45,883.35,Paypal,2
284,285,Dimitris Taylor,Larisa,41.0,Male,2022-11-22,2024-03-14,Home,5,235.05,1175.25,Bank Transfer,1
285,286,Sophia Papadopoulos,Larisa,49.0,Female,2023-07-26,2024-11-30,Sports,2,105.85,211.7,Cash,5
286,287,Maria Johnson,Athens,46.0,Female,2024-05-13,2024-08-29,Clothing,6,281.48,1688.88,Paypal,4
287,288,Maria Wilson,Patras,44.0,Male,2023-02-05,2024-07-11,Books,1,232.44,232.44,Bank Transfer,2
288,289,Nikos Johnson,Thessaloniki,73.0,Female,2022-09-27,2024-07-10,Books,3,256.46,769.38,Cash,5
289,290,Maria Papadopoulos,Thessaloniki,29.0,Male,2024-08-05,2024-01-07,Sports,4,196.03,784.12,Card,5
290,291,Eleni Wilson,Heraklion,47.0,Male,2022-03-20,2024-02-27,Books,1,100.47,100.47,Card,2
291,292,Maria Nikolaou,Heraklion,51.0,Female,2023-05-31,2024-04-08,Books,6,143.22,859.32,Unknown,5
292,293,Chris Brown,Unknown,58.0,Female,2024-03-07,2024-06-05,Electronics,7,160.47,1123.29,Paypal,3
293,294,Sophia Wilson,Thessaloniki,69.0,Male,2022-03-25,2024-01-22,Clothing,2,232.98,465.96,Paypal,3
294,295,Dimitris Smith,Athens,44.0,Male,2024-01-18,2024-04-01,Home,3,285.5,856.5,Cash,5
295,296,Anna Wilson,Thessaloniki,38.0,Female,2024-08-12,2024-03-24,Books,7,128.82,901.74,Bank Transfer,3
296,297,Maria Nikolaou,Thessaloniki,74.0,Female,2022-09-14,2024-02-27,Clothing,5,295.27,1476.35,Bank Transfer,4
297,298,Helen Brown,Larisa,55.0,Male,2022-06-12,2024-11-15,Books,7,225.02,1575.14,Cash,1
298,299,Anna Wilson,Larisa,42.0,Male,2023-05-07,2024-07-26,Electronics,4,171.01,684.04,Card,3
299,300,John Nikolaou,Thessaloniki,25.0,Female,2023-10-19,2024-04-02,Books,4,59.73,238.92,Card,5
300,301,Sophia Nikolaou,Patras,25.0,Female,2023-07-16,2024-07-17,Clothing,7,138.84,971.88,Paypal,3
301,302,Nikos Anderson,Athens,46.0,Male,2024-04-07,2024-02-15,Clothing,1,14.6,58.4,Paypal,1
302,303,Chris Anderson,Heraklion,47.0,Male,2024-06-12,2024-08-23,Home,6,181.51,1089.06,Cash,4
303,304,Eleni Wilson,Patras,53.0,Female,2024-08-13,2024-11-14,Clothing,1,64.15,64.15,Bank Transfer,5
304,305,Dimitris Brown,Patras,70.0,Male,2023-01-30,2024-03-04,Sports,2,240.28,480.56,Card,5
305,306,Nikos Anderson,Athens,34.0,Male,2022-11-16,2024-12-03,Electronics,5,26.37,131.85,Card,3
306,307,Nikos Taylor,Larisa,62.0,Female,2022-04-12,2024-09-23,Clothing,1,258.74,258.74,Cash,3
307,308,Eleni Wilson,Thessaloniki,41.0,Male,2024-06-07,2024-02-15,Sports,1,76.4,76.4,Paypal,4
308,309,Sophia Nikolaou,Heraklion,37.0,Male,2024-07-16,2024-08-29,Electronics,1,170.1,170.1,Paypal,4
309,310,Dimitris Anderson,Thessaloniki,50.0,Male,2024-01-15,2024-03-17,Books,2,162.6,325.2,Bank Transfer,4
310,311,John Smith,Patras,43.0,Female,2022-06-15,2024-12-24,Books,6,100.02,600.12,Paypal,2
311,312,Nikos Smith,Athens,63.0,Female,2024-09-20,2024-04-15,Clothing,2,241.17,482.34,Bank Transfer,4
312,313,Eleni Taylor,Patras,66.0,Male,2023-09-27,2024-01-09,Sports,3,41.64,124.92,Card,1
313,314,Helen Papadopoulos,Patras,56.0,Female,2023-01-05,2024-07-22,Electronics,7,164.68,1152.76,Paypal,2
314,315,Dimitris Anderson,Larisa,45.0,Female,2022-04-21,2024-09-07,Books,6,236.11,1416.66,Card,3
315,316,Anna Brown,Heraklion,37.0,Female,2022-01-22,2024-01-03,Home,4,181.26,725.04,Bank Transfer,1
316,317,Anna Papadopoulos,Larisa,59.0,Female,2022-01-12,2024-03-27,Books,6,29.08,174.48,Card,4
317,318,John Smith,Thessaloniki,30.0,Female,2022-05-02,2024-05-26,Sports,1,262.18,262.18,Paypal,4
318,319,Anna Johnson,Patras,47.0,Female,2023-11-26,2024-10-14,Clothing,5,237.96,1189.8,Paypal,3
319,320,Helen Nikolaou,Larisa,61.0,Female,2023-12-24,2024-05-29,Books,2,11.15,22.3,Paypal,5
320,321,Helen Nikolaou,Heraklion,49.0,Male,2024-07-12,2024-07-20,Home,1,150.52,150.52,Bank Transfer,3
321,322,Maria Taylor,Larisa,52.0,Female,2024-08-16,2024-07-25,Electronics,5,26.3,131.5,Paypal,1
322,323,Nikos Papadopoulos,Athens,24.0,Female,2023-12-26,2024-06-07,Clothing,4,56.39,225.56,Paypal,2
323,324,Anna Papadopoulos,Athens,41.0,Male,2024-01-02,2024-12-29,Clothing,4,190.49,761.96,Card,4
324,325,Sophia Wilson,Heraklion,41.0,Male,2023-08-31,2024-04-14,Sports,2,260.77,521.54,Cash,4
325,326,Chris Anderson,Athens,70.0,Male,2023-08-01,2024-11-30,Books,2,148.57,297.14,Cash,2
326,327,Dimitris Wilson,Heraklion,53.0,Female,2024-01-25,2024-07-04,Home,6,198.23,1189.38,Cash,5
327,328,Sophia Wilson,Larisa,47.0,Female,2023-07-06,2024-01-21,Home,3,188.78,566.34,Paypal,1
328,329,George Papadopoulos,Patras,52.0,Female,2024-01-22,2024-03-27,Clothing,2,216.17,432.34,Bank Transfer,2
329,330,Nikos Papadopoulos,Heraklion,61.0,Female,2023-01-10,2024-10-19,Sports,6,291.56,1749.36,Bank Transfer,5
330,331,Dimitris Nikolaou,Patras,55.0,Male,2023-05-17,2024-11-11,Books,5,133.96,669.8,Paypal,5
331,332,Chris Wilson,Thessaloniki,64.0,Female,2024-09-11,2024-03-24,Electronics,6,156.87,941.22,Bank Transfer,2
332,333,Maria Wilson,Heraklion,56.0,Female,2024-05-06,2024-01-28,Sports,6,197.38,1184.28,Cash,2
333,334,George Nikolaou,Larisa,52.0,Female,2023-03-25,2024-06-12,Clothing,5,7.66,38.3,Card,5
334,335,Helen Papadopoulos,Thessaloniki,47.0,Male,2022-01-10,2024-07-13,Books,7,74.23,519.61,Cash,2
335,336,George Smith,Athens,46.0,Female,2022-12-27,2024-09-13,Home,2,202.47,404.94,Paypal,5
336,337,Maria Johnson,Athens,37.0,Male,2022-11-09,2024-03-04,Sports,3,284.83,854.49,Paypal,4
337,338,Sophia Papadopoulos,Patras,45.0,Female,2023-11-18,2024-07-22,Home,1,183.63,183.63,Card,5
338,339,Maria Papadopoulos,Larisa,47.0,Male,2024-04-03,2024-06-04,Clothing,1,213.09,213.09,Paypal,4
339,340,Anna Smith,Heraklion,37.0,Female,2024-08-26,2024-10-19,Clothing,2,296.07,592.14,Bank Transfer,4
340,341,John Smith,Patras,43.0,Male,2022-02-04,2024-07-16,Home,5,193.8,969.0,Bank Transfer,5
341,342,Sophia Anderson,Thessaloniki,70.0,Female,2023-11-22,2024-07-24,Home,3,98.27,294.81,Cash,4
342,343,Maria Wilson,Thessaloniki,59.0,Female,2022-08-04,2024-09-07,Home,4,296.06,1184.24,Cash,3
343,344,John Wilson,Patras,51.0,Male,2022-07-04,2024-02-08,Clothing,1,193.54,193.54,Paypal,3
344,345,Chris Wilson,Athens,67.0,Female,2024-05-01,2024-05-30,Electronics,7,201.72,1412.04,Cash,5
345,346,Anna Anderson,Patras,69.0,Male,2023-01-10,2024-01-08,Electronics,2,64.55,129.1,Bank Transfer,2
346,347,Chris Papadopoulos,Heraklion,38.0,Female,2023-10-31,2024-12-17,Home,1,220.59,220.59,Bank Transfer,5
347,348,Helen Smith,Athens,47.0,Female,2022-07-12,2024-11-06,Clothing,6,80.32,481.92,Card,2
348,349,Maria Anderson,Patras,60.0,Male,2024-09-04,2024-05-24,Sports,2,10.17,20.34,Bank Transfer,2
349,350,Maria Nikolaou,Unknown,25.0,Male,2023-08-11,2024-11-23,Clothing,7,173.33,1213.31,Cash,1
350,351,Sophia Johnson,Heraklion,47.0,Female,2022-05-27,2024-10-13,Sports,4,204.57,818.28,Paypal,5
351,352,Dimitris Papadopoulos,Thessaloniki,65.0,Male,2024-08-15,2024-08-07,Books,5,175.27,876.35,Paypal,2
352,353,Dimitris Wilson,Athens,67.0,Male,2022-06-10,2024-06-17,Electronics,6,98.84,593.04,Cash,1
353,354,Helen Johnson,Athens,47.0,Female,2023-08-12,2024-06-07,Books,5,235.8,1179.0,Paypal,1
354,355,Maria Papadopoulos,Larisa,28.0,Male,2022-04-12,2024-05-11,Electronics,4,196.9,787.6,Paypal,3
355,356,John Anderson,Thessaloniki,23.0,Female,2022-10-06,2024-12-04,Sports,2,229.87,459.74,Card,5
356,357,Dimitris Anderson,Patras,28.0,Male,2024-04-01,2024-03-29,Sports,1,40.46,40.46,Bank Transfer,5
357,358,John Papadopoulos,Larisa,32.0,Male,2023-12-12,2024-05-22,Electronics,1,113.11,113.11,Paypal,5
358,359,Eleni Brown,Larisa,47.0,Male,2023-02-21,2024-10-31,Electronics,4,166.81,667.24,Paypal,1
359,360,John Nikolaou,Heraklion,52.0,Male,2022-09-24,2024-12-20,Clothing,4,9.33,37.32,Paypal,2
360,361,Eleni Taylor,Heraklion,19.0,Female,2022-03-26,2024-10-08,Sports,6,152.63,915.78,Card,2
361,362,Dimitris Johnson,Patras,23.0,Male,2022-06-03,2024-06-01,Clothing,4,12.56,50.24,Paypal,4
362,363,Dimitris Johnson,Thessaloniki,22.0,Male,2024-09-01,2024-10-26,Electronics,2,160.35,320.7,Bank Transfer,4
363,364,Sophia Taylor,Unknown,32.0,Female,2022-11-22,2024-10-28,Clothing,3,230.64,691.92,Cash,2
364,365,Sophia Wilson,Thessaloniki,61.0,Female,2022-01-21,2024-04-16,Clothing,3,158.76,476.28,Card,5
365,366,John Taylor,Larisa,32.0,Male,2022-02-20,2024-09-27,Clothing,1,198.13,198.13,Cash,4
366,367,Maria Brown,Larisa,38.0,Male,2024-03-12,2024-11-29,Sports,5,108.73,543.65,Card,5
367,368,George Smith,Heraklion,21.0,Female,2023-06-23,2024-06-05,Clothing,5,89.04,445.2,Cash,4
368,369,John Johnson,Larisa,52.0,Female,2023-10-20,2024-01-02,Clothing,2,185.05,370.1,Bank Transfer,1
369,370,Helen Wilson,Thessaloniki,30.0,Female,2022-12-16,2024-09-19,Clothing,4,247.84,991.36,Cash,4
370,371,Chris Nikolaou,Patras,27.0,Male,2023-08-06,2024-11-07,Books,7,159.92,1119.44,Cash,1
371,372,Chris Anderson,Unknown,59.0,Male,2022-02-05,2024-03-24,Sports,5,80.69,403.45,Bank Transfer,4
372,373,Chris Taylor,Thessaloniki,71.0,Female,2022-06-21,2024-06-21,Sports,7,245.65,1719.55,Cash,2
373,374,Dimitris Anderson,Thessaloniki,64.0,Male,2024-07-06,2024-04-27,Home,3,5.76,17.28,Cash,5
374,375,Sophia Smith,Larisa,39.0,Female,2023-06-05,2024-09-27,Sports,4,72.28,289.12,Cash,2
375,376,Chris Papadopoulos,Patras,41.0,Male,2023-11-13,2024-03-12,Home,2,111.43,222.86,Card,1
376,377,Sophia Wilson,Thessaloniki,43.0,Male,2022-02-19,2024-05-31,Electronics,3,235.26,705.78,Bank Transfer,3
377,378,Chris Smith,Athens,53.0,Male,2024-05-06,2024-05-25,Books,4,203.07,812.28,Cash,3
378,379,Sophia Papadopoulos,Patras,53.0,Female,2022-08-30,2024-03-09,Electronics,2,138.27,276.54,Cash,1
379,380,George Brown,Unknown,52.0,Female,2023-09-23,2024-05-28,Books,4,259.53,1038.12,Cash,1
380,381,Chris Papadopoulos,Larisa,39.0,Female,2024-09-14,2024-06-08,Home,5,194.38,971.9,Paypal,3
381,382,Sophia Wilson,Patras,27.0,Female,2023-05-24,2024-09-10,Home,1,120.32,120.32,Paypal,1
382,383,Sophia Brown,Heraklion,47.0,Female,2023-10-20,2024-11-18,Clothing,3,181.13,543.39,Bank Transfer,2
383,384,Eleni Taylor,Athens,71.0,Male,2024-01-23,2024-10-06,Clothing,5,216.69,1083.45,Card,4
384,385,Nikos Taylor,Patras,63.0,Male,2022-04-12,2024-02-11,Clothing,3,182.95,548.85,Unknown,5
385,386,George Taylor,Larisa,63.0,Male,2022-12-19,2024-06-12,Sports,4,30.27,121.08,Unknown,3
386,387,Nikos Anderson,Heraklion,26.0,Female,2023-03-01,2024-07-14,Clothing,1,71.86,71.86,Bank Transfer,5
387,388,Anna Johnson,Larisa,47.0,Female,2023-06-01,2024-01-27,Clothing,4,24.95,99.8,Card,5
388,389,Dimitris Smith,Athens,25.0,Male,2022-03-08,2024-10-26,Electronics,6,179.88,1079.28,Paypal,5
389,390,Anna Papadopoulos,Athens,20.0,Male,2023-12-28,2024-06-20,Electronics,6,202.5,1215.0,Cash,2
390,391,Dimitris Anderson,Athens,55.0,Male,2023-04-16,2024-10-12,Books,1,298.67,298.67,Paypal,4
391,392,Sophia Smith,Athens,25.0,Female,2023-07-02,2024-11-28,Electronics,6,170.88,1025.28,Card,5
392,393,Dimitris Nikolaou,Larisa,48.0,Female,2022-07-27,2024-04-15,Electronics,7,64.28,449.96,Paypal,1
393,394,Anna Brown,Athens,72.0,Male,2024-06-26,2024-05-15,Clothing,4,107.53,430.12,Cash,4
394,395,Helen Nikolaou,Patras,20.0,Female,2022-12-14,2024-04-24,Sports,6,74.22,445.32,Card,5
395,396,Eleni Taylor,Heraklion,37.0,Male,2022-10-13,2024-05-28,Clothing,4,76.88,307.52,Bank Transfer,4
396,397,Maria Smith,Athens,23.0,Female,2024-01-13,2024-10-14,Sports,6,31.29,187.74,Paypal,1
397,398,Dimitris Anderson,Athens,70.0,Male,2024-01-08,2024-05-21,Clothing,4,235.7,942.8,Card,4
398,399,Sophia Taylor,Patras,50.0,Male,2023-08-01,2024-12-26,Books,7,82.62,578.34,Card,5
399,400,George Papadopoulos,Unknown,19.0,Female,2023-03-25,2024-11-26,Home,3,75.52,226.56,Card,3
400,401,Maria Nikolaou,Larisa,69.0,Male,2022-07-15,2024-11-06,Clothing,6,136.92,821.52,Bank Transfer,3
401,402,John Papadopoulos,Larisa,39.0,Male,2022-11-12,2024-04-10,Sports,3,174.5,523.5,Card,4
402,403,Nikos Johnson,Larisa,59.0,Male,2022-02-11,2024-06-14,Books,4,279.53,1118.12,Paypal,2
403,404,Dimitris Wilson,Heraklion,62.0,Male,2023-11-01,2024-05-13,Electronics,3,203.92,611.76,Bank Transfer,3
404,405,John Brown,Heraklion,33.0,Male,2022-03-14,2024-06-11,Electronics,7,94.88,664.16,Bank Transfer,2
405,406,Helen Taylor,Patras,44.0,Male,2022-07-25,2024-10-02,Home,2,70.97,141.94,Paypal,2
406,407,Sophia Papadopoulos,Patras,27.0,Female,2022-09-10,2024-11-05,Sports,1,174.67,174.67,Cash,1
407,408,Helen Taylor,Athens,53.0,Female,2022-04-20,2024-12-01,Clothing,7,148.68,1040.76,Card,5
408,409,Maria Nikolaou,Thessaloniki,69.0,Female,2024-06-20,2024-01-25,Clothing,3,286.08,858.24,Paypal,5
409,410,Eleni Wilson,Athens,70.0,Male,2024-09-20,2024-01-25,Electronics,2,25.11,50.22,Bank Transfer,4
410,411,Sophia Wilson,Patras,62.0,Male,2022-05-08,2024-04-05,Clothing,4,234.13,936.52,Card,4
411,412,Anna Taylor,Heraklion,30.0,Female,2023-10-20,2024-11-11,Electronics,7,154.31,1080.17,Card,5
412,413,Maria Wilson,Larisa,60.0,Male,2023-10-25,2024-10-13,Books,6,182.75,1096.5,Bank Transfer,3
413,414,Chris Smith,Patras,22.0,Female,2022-12-11,2024-05-09,Sports,3,61.58,184.74,Card,3
414,415,Dimitris Papadopoulos,Athens,67.0,Male,2023-04-08,2024-03-23,Sports,5,187.75,938.75,Cash,1
415,416,Anna Nikolaou,Patras,52.0,Female,2022-07-09,2024-09-19,Sports,5,40.81,204.05,Cash,4
416,417,Maria Johnson,Heraklion,50.0,Female,2023-07-06,2024-09-29,Sports,4,191.79,767.16,Bank Transfer,5
417,418,Sophia Brown,Thessaloniki,56.0,Female,2024-03-30,2024-05-03,Clothing,4,95.34,381.36,Paypal,2
418,419,Helen Papadopoulos,Unknown,54.0,Male,2024-02-07,2024-01-07,Clothing,4,124.42,15000.0,Bank Transfer,3
419,420,John Taylor,Patras,45.0,Male,2024-01-11,2024-03-26,Home,6,249.12,1494.72,Paypal,5
420,421,Eleni Taylor,Larisa,72.0,Male,2023-02-09,2024-09-02,Home,2,44.47,88.94,Bank Transfer,5
421,422,Helen Papadopoulos,Thessaloniki,27.0,Female,2023-02-27,2024-03-05,Clothing,7,45.45,318.15,Paypal,5
422,423,Eleni Nikolaou,Heraklion,38.0,Male,2022-01-08,2024-06-29,Home,2,76.15,152.3,Paypal,2
423,424,Nikos Taylor,Patras,54.0,Male,2023-04-10,2024-07-06,Books,5,17.58,87.9,Cash,3
424,425,Helen Johnson,Larisa,38.0,Male,2023-09-21,2024-10-08,Sports,4,83.48,333.92,Cash,4
425,426,Sophia Nikolaou,Athens,51.0,Female,2023-08-17,2024-08-19,Sports,4,76.83,307.32,Cash,3
426,427,Nikos Papadopoulos,Patras,58.0,Male,2023-02-26,2024-02-11,Sports,5,121.37,606.85,Paypal,5
427,428,Maria Anderson,Larisa,59.0,Female,2022-07-11,2024-01-17,Books,5,44.28,221.4,Paypal,1
428,429,Dimitris Taylor,Larisa,58.0,Male,2023-07-14,2024-01-29,Home,1,243.62,243.62,Card,1
429,430,Maria Papadopoulos,Patras,27.0,Male,2024-08-13,2024-08-19,Books,2,16.34,32.68,Card,5
430,431,Helen Taylor,Patras,45.0,Female,2024-02-15,2024-08-01,Electronics,1,151.16,453.48,Card,1
431,432,Maria Nikolaou,Thessaloniki,32.0,Male,2024-05-05,2024-06-21,Sports,1,24.66,24.66,Bank Transfer,3
432,433,Chris Anderson,Larisa,22.0,Male,2022-04-11,2024-01-08,Home,4,156.11,624.44,Card,5
433,434,Sophia Brown,Patras,25.0,Female,2023-01-20,2024-04-18,Electronics,1,225.13,225.13,Card,3
434,435,Anna Wilson,Patras,47.0,Female,2023-10-07,2024-05-27,Sports,3,8.57,25.71,Cash,5
435,436,Dimitris Anderson,Patras,57.0,Female,2022-08-16,2024-05-18,Electronics,2,141.27,282.54,Paypal,4
436,437,Sophia Wilson,Athens,32.0,Female,2023-06-24,2024-02-20,Electronics,3,200.1,600.3,Card,3
437,438,John Wilson,Athens,22.0,Male,2022-12-18,2024-01-08,Clothing,5,199.79,998.95,Cash,2
438,439,Dimitris Johnson,Patras,55.0,Female,2022-08-08,2024-12-02,Sports,7,29.24,204.68,Cash,1
439,440,Chris Johnson,Thessaloniki,26.0,Female,2024-08-20,2024-02-18,Sports,2,201.87,403.74,Card,4
440,441,Helen Papadopoulos,Heraklion,21.0,Female,2022-05-08,2024-04-28,Sports,6,25.43,152.58,Card,2
441,442,George Papadopoulos,Patras,27.0,Male,2024-05-08,2024-09-14,Books,5,41.94,209.7,Card,5
442,443,Dimitris Johnson,Patras,70.0,Female,2022-10-15,2024-08-13,Clothing,7,158.63,1110.41,Paypal,3
443,444,Maria Nikolaou,Heraklion,27.0,Female,2023-02-06,2024-07-01,Books,7,37.69,263.83,Paypal,1
444,445,Helen Taylor,Larisa,42.0,Male,2024-09-11,2024-04-23,Home,3,167.28,501.84,Bank Transfer,4
445,446,Sophia Johnson,Patras,47.0,Male,2022-10-15,2024-06-22,Clothing,4,40.84,163.36,Bank Transfer,1
446,447,Maria Papadopoulos,Patras,73.0,Male,2023-06-28,2024-08-09,Clothing,5,89.34,446.7,Bank Transfer,1
447,448,Anna Taylor,Heraklion,29.0,Male,2022-05-29,2024-05-28,Books,1,165.48,165.48,Paypal,4
448,449,Chris Johnson,Heraklion,49.0,Male,2023-10-24,2024-08-22,Books,3,99.42,298.26,Cash,1
449,450,Sophia Nikolaou,Thessaloniki,39.0,Male,2023-04-11,2024-09-14,Home,4,17.74,70.96,Paypal,5
450,451,Helen Smith,Patras,38.0,Male,2023-07-16,2024-04-04,Sports,7,32.1,224.7,Cash,3
451,452,George Taylor,Larisa,40.0,Female,2023-11-14,2024-07-07,Sports,4,221.18,884.72,Paypal,1
452,453,Chris Anderson,Heraklion,73.0,Male,2022-01-19,2024-01-23,Electronics,3,92.78,278.34,Card,5
453,454,George Nikolaou,Athens,47.0,Female,2022-10-08,2024-05-07,Clothing,7,175.27,1226.89,Bank Transfer,5
454,455,Anna Anderson,Larisa,64.0,Female,2023-08-07,2024-05-08,Books,2,169.62,339.24,Card,4
455,456,Helen Brown,Patras,22.0,Female,2022-04-14,2024-08-11,Books,3,297.58,892.74,Card,2
456,457,Sophia Papadopoulos,Heraklion,51.0,Male,2023-02-09,2024-10-28,Clothing,3,96.72,290.16,Bank Transfer,3
457,458,John Anderson,Patras,47.0,Female,2022-01-13,2024-03-26,Electronics,2,109.84,219.68,Paypal,2
458,459,Maria Papadopoulos,Thessaloniki,43.0,Female,2022-07-28,2024-01-14,Books,2,15.42,30.84,Paypal,1
459,460,Anna Johnson,Thessaloniki,47.0,Male,2023-08-10,2024-08-30,Electronics,5,113.54,567.7,Bank Transfer,3
